image_id,mask_id,class_name
1803241734-00000406,1803241734-00000406_00000,Background
1803241734-00000406,1803241734-00000406_00001,Human
1803251200-00000114,1803251200-00000114_00000,Human
1803251200-00000114,1803251200-00000114_00001,Background
1803251200-00000180,1803251200-00000180_00000,Background
1803251200-00000180,1803251200-00000180_00001,Human
1803242321-00000148,1803242321-00000148_00000,Human
1803242321-00000148,1803242321-00000148_00001,Background
1803251103-00000220,1803251103-00000220_00000,Human
1803251103-00000220,1803251103-00000220_00001,Background
1803242321-00000004,1803242321-00000004_00000,Human
1803242321-00000004,1803242321-00000004_00001,Background
1803250936-00000408,1803250936-00000408_00000,Human
1803250936-00000408,1803250936-00000408_00001,Background
1803241638-00000247,1803241638-00000247_00000,Human
1803241638-00000247,1803241638-00000247_00001,Background
1803241610-00000497,1803241610-00000497_00000,Human
1803241610-00000497,1803241610-00000497_00001,Background
1803250018-00000249,1803250018-00000249_00000,Human
1803250018-00000249,1803250018-00000249_00001,Background
1803250215-00000529,1803250215-00000529_00000,Human
1803250215-00000529,1803250215-00000529_00001,Background
1803241638-00000395,1803241638-00000395_00000,Background
1803241638-00000395,1803241638-00000395_00001,Human
1803250837-00000232,1803250837-00000232_00000,Human
1803250837-00000232,1803250837-00000232_00001,Background
1803241610-00000345,1803241610-00000345_00000,Human
1803241610-00000345,1803241610-00000345_00001,Background
1803242101-00000024,1803242101-00000024_00000,Human
1803242101-00000024,1803242101-00000024_00001,Background
1803250837-00000049,1803250837-00000049_00000,Background
1803250837-00000049,1803250837-00000049_00001,Human
1803242321-00000255,1803242321-00000255_00000,Human
1803242321-00000255,1803242321-00000255_00001,Background
1803250936-00000266,1803250936-00000266_00000,Human
1803250936-00000266,1803250936-00000266_00001,Background
1803250745-00000363,1803250745-00000363_00000,Human
1803250745-00000363,1803250745-00000363_00001,Background
1803241944-00000459,1803241944-00000459_00000,Human
1803241944-00000459,1803241944-00000459_00001,Background
1803251003-00000246,1803251003-00000246_00000,Human
1803251003-00000246,1803251003-00000246_00001,Background
1803251200-00000405,1803251200-00000405_00000,Human
1803251200-00000405,1803251200-00000405_00001,Background
1803251032-00000206,1803251032-00000206_00000,Human
1803251032-00000206,1803251032-00000206_00001,Background
1803241840-00000099,1803241840-00000099_00000,Human
1803241840-00000099,1803241840-00000099_00001,Background
1803242321-00000495,1803242321-00000495_00000,Background
1803242321-00000495,1803242321-00000495_00001,Human
1803250908-00000484,1803250908-00000484_00000,Human
1803250908-00000484,1803250908-00000484_00001,Background
1803251103-00000348,1803251103-00000348_00000,Human
1803251103-00000348,1803251103-00000348_00001,Background
1803241944-00000304,1803241944-00000304_00000,Human
1803241944-00000304,1803241944-00000304_00001,Background
1803241734-00000190,1803241734-00000190_00000,Human
1803241734-00000190,1803241734-00000190_00001,Background
1803250908-00000097,1803250908-00000097_00000,Human
1803250908-00000097,1803250908-00000097_00001,Background
1803242101-00000075,1803242101-00000075_00000,Human
1803242101-00000075,1803242101-00000075_00001,Background
1803241914-00000330,1803241914-00000330_00000,Human
1803241914-00000330,1803241914-00000330_00001,Background
1803241707-00000246,1803241707-00000246_00000,Human
1803241707-00000246,1803241707-00000246_00001,Background
1803241807-00000356,1803241807-00000356_00000,Human
1803241807-00000356,1803241807-00000356_00001,Background
1803241840-00000321,1803241840-00000321_00000,Human
1803241840-00000321,1803241840-00000321_00001,Background
1803251003-00000312,1803251003-00000312_00000,Human
1803251003-00000312,1803251003-00000312_00001,Background
1803242321-00000310,1803242321-00000310_00000,Human
1803242321-00000310,1803242321-00000310_00001,Background
1803251200-00000372,1803251200-00000372_00000,Human
1803251200-00000372,1803251200-00000372_00001,Background
1803251003-00000292,1803251003-00000292_00000,Human
1803251003-00000292,1803251003-00000292_00001,Background
1803250837-00000397,1803250837-00000397_00000,Human
1803250837-00000397,1803250837-00000397_00001,Background
1803241840-00000443,1803241840-00000443_00000,Human
1803241840-00000443,1803241840-00000443_00001,Background
1803250018-00000455,1803250018-00000455_00000,Background
1803250018-00000455,1803250018-00000455_00001,Human
1803241734-00000449,1803241734-00000449_00000,Background
1803241734-00000449,1803241734-00000449_00001,Human
1803250811-00000345,1803250811-00000345_00000,Human
1803250811-00000345,1803250811-00000345_00001,Background
1803241840-00000547,1803241840-00000547_00000,Human
1803241840-00000547,1803241840-00000547_00001,Background
1803241610-00000288,1803241610-00000288_00000,Background
1803241610-00000288,1803241610-00000288_00001,Human
1803242321-00000297,1803242321-00000297_00000,Human
1803242321-00000297,1803242321-00000297_00001,Background
1803241610-00000112,1803241610-00000112_00000,Human
1803241610-00000112,1803241610-00000112_00001,Background
1803250115-00000047,1803250115-00000047_00000,Background
1803250115-00000047,1803250115-00000047_00001,Human
1803242101-00000287,1803242101-00000287_00000,Background
1803242101-00000287,1803242101-00000287_00001,Human
1803241914-00000496,1803241914-00000496_00000,Human
1803241914-00000496,1803241914-00000496_00001,Background
1803241807-00000129,1803241807-00000129_00000,Human
1803241807-00000129,1803241807-00000129_00001,Background
1803242036-00000270,1803242036-00000270_00000,Human
1803242036-00000270,1803242036-00000270_00001,Background
1803250146-00000053,1803250146-00000053_00000,Human
1803250146-00000053,1803250146-00000053_00001,Background
1803250146-00000344,1803250146-00000344_00000,Human
1803250146-00000344,1803250146-00000344_00001,Background
1803250837-00000607,1803250837-00000607_00000,Human
1803250837-00000607,1803250837-00000607_00001,Background
1803251225-00000076,1803251225-00000076_00000,Human
1803251225-00000076,1803251225-00000076_00001,Background
1803250047-00000114,1803250047-00000114_00000,Human
1803250047-00000114,1803250047-00000114_00001,Background
1803241840-00000409,1803241840-00000409_00000,Human
1803241840-00000409,1803241840-00000409_00001,Background
1803250719-00000424,1803250719-00000424_00000,Human
1803250719-00000424,1803250719-00000424_00001,Background
1803250745-00000337,1803250745-00000337_00000,Human
1803250745-00000337,1803250745-00000337_00001,Background
1803250115-00000471,1803250115-00000471_00000,Human
1803250115-00000471,1803250115-00000471_00001,Background
1803250115-00000253,1803250115-00000253_00000,Human
1803250115-00000253,1803250115-00000253_00001,Background
1803250811-00000449,1803250811-00000449_00000,Human
1803250811-00000449,1803250811-00000449_00001,Background
1803241638-00000371,1803241638-00000371_00000,Human
1803241638-00000371,1803241638-00000371_00001,Background
1803251032-00000208,1803251032-00000208_00000,Human
1803251032-00000208,1803251032-00000208_00001,Background
1803250745-00000244,1803250745-00000244_00000,Human
1803250745-00000244,1803250745-00000244_00001,Background
1803250936-00000507,1803250936-00000507_00000,Human
1803250936-00000507,1803250936-00000507_00001,Background
1803250018-00000215,1803250018-00000215_00000,Human
1803250018-00000215,1803250018-00000215_00001,Background
1803242101-00000350,1803242101-00000350_00000,Human
1803242101-00000350,1803242101-00000350_00001,Background
1803251225-00000450,1803251225-00000450_00000,Human
1803251225-00000450,1803251225-00000450_00001,Background
1803242036-00000059,1803242036-00000059_00000,Human
1803242036-00000059,1803242036-00000059_00001,Background
1803241914-00000241,1803241914-00000241_00000,Human
1803241914-00000241,1803241914-00000241_00001,Background
1803241840-00000496,1803241840-00000496_00000,Human
1803241840-00000496,1803241840-00000496_00001,Background
1803250018-00000505,1803250018-00000505_00000,Background
1803250018-00000505,1803250018-00000505_00001,Human
1803250018-00000030,1803250018-00000030_00000,Human
1803250018-00000030,1803250018-00000030_00001,Background
1803241734-00000196,1803241734-00000196_00000,Human
1803241734-00000196,1803241734-00000196_00001,Background
1803241610-00000210,1803241610-00000210_00000,Human
1803241610-00000210,1803241610-00000210_00001,Background
1803250811-00000233,1803250811-00000233_00000,Human
1803250811-00000233,1803250811-00000233_00001,Background
1803242010-00000089,1803242010-00000089_00000,Human
1803242010-00000089,1803242010-00000089_00001,Background
1803251200-00000070,1803251200-00000070_00000,Human
1803251200-00000070,1803251200-00000070_00001,Background
1803250047-00000353,1803250047-00000353_00000,Human
1803250047-00000353,1803250047-00000353_00001,Background
1803242010-00000347,1803242010-00000347_00000,Human
1803242010-00000347,1803242010-00000347_00001,Background
1803250115-00000345,1803250115-00000345_00000,Human
1803250115-00000345,1803250115-00000345_00001,Background
1803241638-00000032,1803241638-00000032_00000,Human
1803241638-00000032,1803241638-00000032_00001,Background
1803241638-00000474,1803241638-00000474_00000,Human
1803241638-00000474,1803241638-00000474_00001,Background
1803241840-00000528,1803241840-00000528_00000,Human
1803241840-00000528,1803241840-00000528_00001,Background
1803241944-00000148,1803241944-00000148_00000,Human
1803241944-00000148,1803241944-00000148_00001,Background
1803250115-00000291,1803250115-00000291_00000,Human
1803250115-00000291,1803250115-00000291_00001,Background
1803241840-00000444,1803241840-00000444_00000,Human
1803241840-00000444,1803241840-00000444_00001,Background
1803251200-00000236,1803251200-00000236_00000,Human
1803251200-00000236,1803251200-00000236_00001,Background
1803241638-00000363,1803241638-00000363_00000,Human
1803241638-00000363,1803241638-00000363_00001,Background
1803250115-00000577,1803250115-00000577_00000,Human
1803250115-00000577,1803250115-00000577_00001,Background
1803250908-00000326,1803250908-00000326_00000,Human
1803250908-00000326,1803250908-00000326_00001,Background
1803250115-00000095,1803250115-00000095_00000,Human
1803250115-00000095,1803250115-00000095_00001,Background
1803250047-00000269,1803250047-00000269_00000,Background
1803250047-00000269,1803250047-00000269_00001,Human
1803251103-00000041,1803251103-00000041_00000,Human
1803251103-00000041,1803251103-00000041_00001,Background
1803250908-00000044,1803250908-00000044_00000,Human
1803250908-00000044,1803250908-00000044_00001,Background
1803250837-00000160,1803250837-00000160_00000,Human
1803250837-00000160,1803250837-00000160_00001,Background
1803242101-00000030,1803242101-00000030_00000,Human
1803242101-00000030,1803242101-00000030_00001,Background
1803251131-00000352,1803251131-00000352_00000,Human
1803251131-00000352,1803251131-00000352_00001,Background
1803241707-00000321,1803241707-00000321_00000,Human
1803241707-00000321,1803241707-00000321_00001,Background
1803242321-00000509,1803242321-00000509_00000,Human
1803242321-00000509,1803242321-00000509_00001,Background
1803250018-00000304,1803250018-00000304_00000,Background
1803250018-00000304,1803250018-00000304_00001,Human
1803251103-00000454,1803251103-00000454_00000,Human
1803251103-00000454,1803251103-00000454_00001,Background
1803250908-00000027,1803250908-00000027_00000,Human
1803250908-00000027,1803250908-00000027_00001,Background
1803241638-00000081,1803241638-00000081_00000,Human
1803241638-00000081,1803241638-00000081_00001,Background
1803241707-00000014,1803241707-00000014_00000,Background
1803241707-00000014,1803241707-00000014_00001,Human
1803251131-00000129,1803251131-00000129_00000,Background
1803251131-00000129,1803251131-00000129_00001,Human
1803251103-00000161,1803251103-00000161_00000,Human
1803251103-00000161,1803251103-00000161_00001,Background
1803242101-00000035,1803242101-00000035_00000,Human
1803242101-00000035,1803242101-00000035_00001,Background
1803241610-00000259,1803241610-00000259_00000,Human
1803241610-00000259,1803241610-00000259_00001,Background
1803241734-00000346,1803241734-00000346_00000,Human
1803241734-00000346,1803241734-00000346_00001,Background
1803250018-00000253,1803250018-00000253_00000,Human
1803250018-00000253,1803250018-00000253_00001,Background
1803251003-00000370,1803251003-00000370_00000,Human
1803251003-00000370,1803251003-00000370_00001,Background
1803251032-00000029,1803251032-00000029_00000,Human
1803251032-00000029,1803251032-00000029_00001,Background
1803241707-00000086,1803241707-00000086_00000,Human
1803241707-00000086,1803241707-00000086_00001,Background
1803251225-00000307,1803251225-00000307_00000,Human
1803251225-00000307,1803251225-00000307_00001,Background
1803241807-00000414,1803241807-00000414_00000,Background
1803241807-00000414,1803241807-00000414_00001,Human
1803251131-00000444,1803251131-00000444_00000,Human
1803251131-00000444,1803251131-00000444_00001,Background
1803250908-00000077,1803250908-00000077_00000,Human
1803250908-00000077,1803250908-00000077_00001,Background
1803251131-00000307,1803251131-00000307_00000,Human
1803251131-00000307,1803251131-00000307_00001,Background
